,id,comment,time,corrected_comment,nouns,time_minutes
207,심성훈,안녕하세요~~일단 추천박고 티브보고올께용 ㅎㅎ,2023-03-24 20:01:19,안녕하세요 일단 추천 박고 티브 보고 올게요 ,"['일단', '추천', '티브', '보고']",13.883
208,kim 지민,":red_apple:8시부터 경기, TV조선, 쿠팡플레이에서함:red_apple:",2023-03-24 20:01:19,redapple8시부터 경기 TV조선 쿠팡 플레이에서 함 redapple,"['경기', '조선', '쿠팡', '플레이', '함']",13.883
209,식스맨TV축구해설,게임 아이템이 필요할때! 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akag,2023-03-24 20:01:25,게임 아이템이 필요할 때 클릭 시 식스맨 TV 채널의 응원이 됩니다 httpsafreehpkrbcU5qXmaaZx5akag,"['게임', '아이템', '때', '클릭', '시', '식스', '맨', '채널', '응원']",13.983
210,김마야📣,:collision:선발: 김승규. 김태환. 김영권. 김민재. 김진수. 황인범. 정우영. 정우영. 이재성. 손흥민. 조규성,2023-03-24 20:01:28,collision 선발 김승규 김태환 김영권 김민재 김진수 황인범 정우영 정우영 이재성 손흥민 조규성,"['선발', '김승규', '김태환', '김영권', '김민재', '김진수', '황인', '범', '정우영', '정우영', '이재성', '손흥민', '규']",14.033
211,슈발리에,잊고 있었네요,2023-03-24 20:01:31,잊고 있었네요,[],14.083
212,Venus,":yt:TV조선, 쿠팡플레이 실시간 보실 수 있습니다",2023-03-24 20:01:35,ytTV 조선 쿠팡 플레이 실시간 보실 수 있습니다,"['조선', '쿠팡', '플레이', '실시간', '수']",14.15
213,벚꽃나무,안녕~♡,2023-03-24 20:01:35,안녕,['안녕'],14.15
214,전승백,안녕하세요~~^^,2023-03-24 20:01:38,안녕하세요,[],14.2
215,양효상,안녕하세여! 오늘도 명중계 해설 부탁드립니다!,2023-03-24 20:01:43,안녕하세요 오늘도 명이 중계 해설 부탁드립니다,"['오늘', '명', '중계', '해설']",14.283
216,발라언니’s 뷰티채널,언제시작ㅎ9요,2023-03-24 20:01:43,언제 시작 9요,"['언제', '시작', '요']",14.283
217,소금까치,교통체증으로 지연이라네요,2023-03-24 20:01:47,교통체증으로 지연이라네요,"['교통체증', '지연']",14.35
218,워프레임 원탑,한국 화이팅!,2023-03-24 20:01:52,한국 파이팅,"['한국', '파이팅']",14.433
219,김종범,항상 고맙습니다 해외에서 중계를 봅니다.너무너무 고맙습니다.,2023-03-24 20:01:56,항상 고맙습니다 해외에서 중계를 봅니다 너무너무 고맙습니다,"['항상', '해외', '중계']",14.5
220,kim 지민,8시부터경기:blue_heart:,2023-03-24 20:01:56,8시부터 경기 blueheart,['경기'],14.5
221,김마야📣,비너쮸 쿠팡에서도 해???,2023-03-24 20:01:57,비너쮸 쿠팡에서도 해,"['비너쮸', '쿠팡', '해']",14.517
222,베베베,발음이랑 목소리가 너무 좋아여!!,2023-03-24 20:01:58,발음이랑 목소리가 너무 좋아요,"['발음', '목소리']",14.533
223,일루왕,눈썹찝는거 방송탔다. .ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2023-03-24 20:02:00,눈썹 집는 거 방송 탔다 ,"['눈썹', '거', '방송']",14.567
224,슈발리에,박지수 선수??,2023-03-24 20:02:04,박지수 선수,"['박지수', '선수']",14.633
225,일루왕,여자애 기여어엉,2023-03-24 20:02:05,여자애 기대어 엉,['여자애'],14.65
226,Michael Jr.,강인이는 오늘도 후반 30분에 투입되는거?,2023-03-24 20:02:06,강인이는 오늘도 후반 30분에 투입되는 거,"['강인', '오늘', '후반', '투입', '거']",14.667
227,Venus,그렇게 알어,2023-03-24 20:02:08,그렇게 알아,['알'],14.7
228,초이쌤 전산회계,안녕하세요 ~^^필승입니다.~,2023-03-24 20:02:09,안녕하세요 필승입니다,['필승'],14.717
229,P 진주 South Korea,반갑습니다 ~:hand-pink-waving::hand-pink-waving:,2023-03-24 20:02:14,반갑습니다 handpinkwavinghandpinkwaving,[],14.8
230,Venus,아닌가?,2023-03-24 20:02:14,아닌가,[],14.8
231,"🔱,재벌1세,🔱",화면크게해서해주세요,2023-03-24 20:02:14,화면 크게 해서 해주세요,"['화면', '크게']",14.8
232,김문희,안녕하세요 오랜만에 왔어요~~~~,2023-03-24 20:02:14,안녕하세요 오랜만에 왔어요,['만'],14.8
233,chandeok Hwang,오늘도수고하십니다,2023-03-24 20:02:15,오늘도 수고하십니다,"['오늘', '수고']",14.817
234,타짜,이제 막 경기장으로 도착했어요,2023-03-24 20:02:16,이제 막 경기장으로 도착했어요,"['이제', '막', '경기장', '도착']",14.833
235,kim 지민,마야님:blue_heart:쿠팡 플레이에서 합니다,2023-03-24 20:02:17,마야님 blueheart 쿠팡 플레이에서 합니다,"['마야', '쿠팡', '플레이']",14.85
236,김태영,콜롬비아 전성기 브라질 월드컵 전성기 당시 피파랭킹 3위,2023-03-24 20:02:24,콜롬비아 전성기 브라질 월드컵 전성기 당시 피파랭킹 3위,"['콜롬비아', '전성기', '브라질', '월드컵', '전성기', '당시', '피파랭킹', '위']",14.967
237,남벌,부산 비오는데 그쪽은 어떤가요? 우리선수들 추우면 안돼는데;;;,2023-03-24 20:02:24,부산 비 오는데 그쪽은 어떤가요 우리 선수들 추우면 안 되는데,"['부산', '비', '쪽', '가요', '우리', '선수', '안']",14.967
238,워프레임 원탑,대~한민국!,2023-03-24 20:02:27,대한민국,['대한민국'],15.017
239,서천,공중파는 중계 안하나요,2023-03-24 20:02:29,공중파는 중계 안 하나요,"['공중파', '중계', '안', '하나요']",15.05
240,하찮은유투버woogiya,영상 볼수잇는데가 없네 ㅡㅡ,2023-03-24 20:02:30,영상 볼 수 있는데 가 없네 ,"['영상', '볼', '수']",15.067
241,일루왕,저기 있고싶다. .,2023-03-24 20:02:43,저기 있고 싶다 ,['저기'],15.283
242,소금까치,와 네이마르,2023-03-24 20:02:43,와 네이마르,['네이마르'],15.283
243,김마야📣,독점이라고 들어서 ㅋㅋㅋ,2023-03-24 20:02:44,독점이라고 들어서 ,['독점'],15.3
244,kim 지민,근데 왜 하필 티비조선 ㅠ,2023-03-24 20:02:45,근데 왜 하필 티브이 조선 ,"['왜', '하필', '티브이', '조선']",15.317
245,샤프슈터,킥오프 8시아니네요,2023-03-24 20:02:47,킥오프 8시 아니네요,"['킥', '오프']",15.35
246,Michael Jr.,콜롬비아에 불은 들어오나?,2023-03-24 20:02:49,콜롬비아에 불은 들어오나,"['콜롬비아', '불']",15.383
247,김영관,티비조선 안좀,2023-03-24 20:02:51,티브이 조선 안 좀,"['티브이', '조선', '안', '좀']",15.417
248,kim 지민,8시부터 경기,2023-03-24 20:02:57,8시부터 경기,['경기'],15.517
249,이영순,안녕하세요 처음으로 들어왔어요,2023-03-24 20:03:03,안녕하세요 처음으로 들어왔어요,['처음'],15.617
250,김마야📣,잊지말고:yt:구독 :thumbs_up:좋아요 클릭클릭~,2023-03-24 20:03:07,잊지 말고 yt 구독 thumbsup 좋아요 클릭클릭,"['구독', '클릭', '클릭']",15.683
251,일루왕,이쁘다이쁘다!!!,2023-03-24 20:03:10,이쁘다 이쁘다,[],15.733
252,타짜,와 콜롬비아 팬들디게이쁘네,2023-03-24 20:03:11,와 콜롬비아 팬들 되게 이쁘네,"['콜롬비아', '팬']",15.75
253,김태영,콜롬비아 응원단도 보이니 월드컵 같네요,2023-03-24 20:03:12,콜롬비아 응원단도 보이니 월드컵 같네요,"['콜롬비아', '응원단', '월드컵']",15.767
254,재밌는지원이,경기왜 시작안해..!,2023-03-24 20:03:13,경기 왜 시작 안 해,"['경기', '왜', '시작', '안', '해']",15.783
255,우파기사,저는 컴퓨터로 봐서 쿠팡플레이로 봅니다,2023-03-24 20:03:14,저는 컴퓨터로 봐서 쿠팡 플레이로 봅니다,"['저', '컴퓨터', '쿠팡', '플레이']",15.8
256,일루왕,콜롬비아 미녀들도왔구만,2023-03-24 20:03:18,콜롬비아 미녀들도 왔구먼,"['콜롬비아', '미녀']",15.867
257,kim 지민,8시경기인데지났는데 왜 안해?? :squinting_face_with_tongue:,2023-03-24 20:03:20,8시 경기인데 지났는데 왜 안 해 squintingfacewithtongue,"['경기', '왜', '안', '해']",15.9
258,식스맨TV축구해설,피의서약 이벤트 혜택! 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akaQ,2023-03-24 20:03:25,피의 서약 이벤트 혜택 클릭 시 식스맨 TV 채널의 응원이 됩니다 httpsafreehpkrbcU5qXmaaZx5akaQ,"['피', '서약', '이벤트', '혜택', '클릭', '시', '식스', '맨', '채널', '응원']",15.983
259,Venus,쿠팡플레이 하네ㅋ,2023-03-24 20:03:28,쿠팡 플레이하네,"['쿠팡', '플레이']",16.033
260,김마야📣,잊지말고:yt:구독 :thumbs_up:좋아요 클릭클릭~,2023-03-24 20:03:28,잊지 말고 yt 구독 thumbsup 좋아요 클릭클릭,"['구독', '클릭', '클릭']",16.033
261,샤프슈터,경기장에늦게 도착했나보네요,2023-03-24 20:03:33,경기장에 늦게 도착했나 보네요,"['경기장', '도착']",16.117
262,김마야📣,대한민국:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,2023-03-24 20:03:40,대한민국 clappinghandsclappinghandsclappinghandsclappinghandsclappinghands,['대한민국'],16.233
263,김애영,처음 들어왔는데 잘볼께요,2023-03-24 20:03:41,처음 들어왔는데 잘 볼게요,['처음'],16.25
